question,label
문경 공기 어떨지,S-LOCATION O O
계룡 마스크 필요하니,S-LOCATION O O
부여 공기 미세먼지,S-LOCATION O O
사천 마스크 필요하니,S-LOCATION O O
목포 오존 미세먼지,S-LOCATION O O
봉화 공기 미세먼지,S-LOCATION O O
영암 미세먼지,S-LOCATION O
횡성 오존 심하냐고,S-LOCATION O O
홍천 공기,S-LOCATION O
평창 마스크 챙겨야 할까,S-LOCATION O O O
춘천 어떨지,S-LOCATION O
김포 마스크 챙겨야해,S-LOCATION O O
서산 미세먼지,S-LOCATION O
구미 공기 어떨지,S-LOCATION O O
양주 공기 공기,S-LOCATION O O
시흥 오존 올까,S-LOCATION O O
평택 공기 미세먼지,S-LOCATION O O
목포 미세먼지 어떨까,S-LOCATION O O
광양 공기 어떠냐,S-LOCATION O O
여수 공기 미세먼지,S-LOCATION O O
하동 마스크 써야 할까,S-LOCATION O O O
홍천 마스크 가져가야하니,S-LOCATION O O
광명 공기 미세먼지,S-LOCATION O O
공주 공기 미세먼지,S-LOCATION O O
군포 오존 올까,S-LOCATION O O
춘천 공기상태,S-LOCATION O
목포 공기 미세먼지,S-LOCATION O O
창원 미세먼지,S-LOCATION O
부여 마스크 필요할까,S-LOCATION O O
군포 공기 미세먼지,S-LOCATION O O
계룡 마스크 챙겨야해,S-LOCATION O O
양구 마스크 가져가야하니,S-LOCATION O O
의정부 미세먼지,S-LOCATION O
평택 마스크 필요할까,S-LOCATION O O
군위 마스크 필요하냐,S-LOCATION O O
안성 마스크 쓸까,S-LOCATION O O
장흥 공기 미세먼지,S-LOCATION O O
보령 미세먼지,S-LOCATION O
제천 마스크 챙겨야해,S-LOCATION O O
논산 미세먼지,S-LOCATION O
보령 공기상태,S-LOCATION O
영천 미세먼지,S-LOCATION O
오산 공기 공기,S-LOCATION O O
과천 마스크 써야하니,S-LOCATION O O
화천 마스크 필요할까,S-LOCATION O O
사천 공기 미세먼지,S-LOCATION O O
정읍 어떨지,S-LOCATION O
양평 공기,S-LOCATION O
강진 마스크 필요하니,S-LOCATION O O
산청 마스크 써야 할까,S-LOCATION O O O
부여 공기 어떨지,S-LOCATION O O
군위 마스크 써야 할까,S-LOCATION O O O
안성 마스크 써야 할까,S-LOCATION O O O
칠곡 공기 미세먼지,S-LOCATION O O
양산 오존 올까,S-LOCATION O O
양평 공기 미세먼지,S-LOCATION O O
김포 마스크 필요할까,S-LOCATION O O
양양 오존 올까,S-LOCATION O O
남원 마스크 가져갈까,S-LOCATION O O
공주 공기 미세먼지,S-LOCATION O O
태안 공기 미세먼지,S-LOCATION O O
진주 마스크 써야하니,S-LOCATION O O
성남 마스크 필요할까,S-LOCATION O O
보령 공기 미세먼지,S-LOCATION O O
울릉 마스크 챙길까,S-LOCATION O O
군포 심하니,S-LOCATION O
부천 미세먼지,S-LOCATION O
익산 공기 미세먼지,S-LOCATION O O
보성 공기 미세먼지,S-LOCATION O O
화순 공기 공기,S-LOCATION O O
문경 공기 미세먼지,S-LOCATION O O
동두천 마스크 챙길까,S-LOCATION O O
고창 미세먼지,S-LOCATION O
안양 미세먼지,S-LOCATION O
장성 공기 공기,S-LOCATION O O
예산 오존 심하냐고,S-LOCATION O O
성주 오존 올까,S-LOCATION O O
울릉 미세먼지,S-LOCATION O
군위 공기상태,S-LOCATION O
구례 공기 미세먼지,S-LOCATION O O
예산 미세먼지,S-LOCATION O
이천 미세먼지,S-LOCATION O
임실 공기 미세먼지,S-LOCATION O O
영천 마스크 쓸까,S-LOCATION O O
군위 공기 좋니,S-LOCATION O O
칠곡 공기 미세먼지,S-LOCATION O O
영암 미세먼지,S-LOCATION O
옥천 공기 심하니,S-LOCATION O O
동두천 공기 공기,S-LOCATION O O
일산 마스크 필요해,S-LOCATION O O
구례 공기 어떠냐,S-LOCATION O O
해남 오존 올까,S-LOCATION O O
장흥 마스크 써야 할까,S-LOCATION O O O
진천 미세먼지,S-LOCATION O
진주 오존 미세먼지,S-LOCATION O O
포천 미세먼지,S-LOCATION O
남양주 미세먼지,S-LOCATION O
고성 마스크 필요할까,S-LOCATION O O
진주 미세먼지,S-LOCATION O
미추홀 마스크 쓸까,S-LOCATION O O
남양주 공기 미세먼지,S-LOCATION O O
논산 미세먼지 어떨까,S-LOCATION O O
남원 마스크 필요하냐,S-LOCATION O O
보성 오존 미세먼지,S-LOCATION O O
사천 마스크 필요할까,S-LOCATION O O
강진 마스크 쓸까,S-LOCATION O O
영양 공기 미세먼지,S-LOCATION O O
계룡 공기 좋니,S-LOCATION O O
함평 마스크 필요하니,S-LOCATION O O
진천 미세먼지,S-LOCATION O
울진 공기 심하니,S-LOCATION O O
영주 공기 좋니,S-LOCATION O O
함평 마스크 챙겨야해,S-LOCATION O O
시흥 공기 미세먼지,S-LOCATION O O
해남 오존 심하냐고,S-LOCATION O O
정읍 오존 올까,S-LOCATION O O
서천 공기 미세먼지,S-LOCATION O O
울진 오존 미세먼지,S-LOCATION O O
통영 미세먼지,S-LOCATION O
광양 미세먼지,S-LOCATION O
충주 미세먼지,S-LOCATION O
광양 공기 미세먼지,S-LOCATION O O
구리 마스크 써야하니,S-LOCATION O O
구미 공기 미세먼지,S-LOCATION O O
춘천 공기 미세먼지,S-LOCATION O O
진안 미세먼지,S-LOCATION O
임실 마스크 쓸까,S-LOCATION O O
의정부 미세먼지,S-LOCATION O
대구 미세먼지,S-LOCATION O
구례 공기상태,S-LOCATION O
계룡 오존 올까,S-LOCATION O O
제주 마스크 챙겨야 할까,S-LOCATION O O O
평창 마스크 필요하니,S-LOCATION O O
합천 공기 미세먼지,S-LOCATION O O
구미 마스크 써야하니,S-LOCATION O O
울릉 공기 미세먼지,S-LOCATION O O
삼척 미세먼지,S-LOCATION O
해운대 마스크 챙길까,S-LOCATION O O
함평 공기 미세먼지,S-LOCATION O O
양주 오존 올까,S-LOCATION O O
장흥 공기 미세먼지,S-LOCATION O O
원주 마스크 챙겨야해,S-LOCATION O O
정읍 공기 미세먼지,S-LOCATION O O
안동 오존 심하냐고,S-LOCATION O O
포항 마스크 챙길까,S-LOCATION O O
밀양 공기상태,S-LOCATION O
진천 마스크 써야하니,S-LOCATION O O
예산 공기 미세먼지,S-LOCATION O O
하남 공기 미세먼지,S-LOCATION O O
영월 공기 미세먼지,S-LOCATION O O
함양 미세먼지,S-LOCATION O
전주 공기 미세먼지,S-LOCATION O O
광양 미세먼지,S-LOCATION O
원주 미세먼지,S-LOCATION O
안산 미세먼지,S-LOCATION O
강진 오존 올까,S-LOCATION O O
경주 마스크 써야하니,S-LOCATION O O
예천 마스크 챙겨야해,S-LOCATION O O
영월 미세먼지,S-LOCATION O
오산 오존 심하냐고,S-LOCATION O O
완주 공기 미세먼지,S-LOCATION O O
증평 미세먼지,S-LOCATION O
구례 마스크 필요하냐,S-LOCATION O O
진주 공기 미세먼지,S-LOCATION O O
양양 마스크 챙겨야 할까,S-LOCATION O O O
당진 마스크 필요할까,S-LOCATION O O
포천 마스크 써야하니,S-LOCATION O O
하남 공기 심하니,S-LOCATION O O
홍천 공기 공기,S-LOCATION O O
산청 마스크 써야하니,S-LOCATION O O
영광 마스크 필요하냐,S-LOCATION O O
김포 공기 미세먼지,S-LOCATION O O
밀양 공기 미세먼지,S-LOCATION O O
괴산 공기 미세먼지,S-LOCATION O O
고령 미세먼지,S-LOCATION O
군산 심하니,S-LOCATION O
횡성 마스크 써야 할까,S-LOCATION O O O
청양 마스크 챙겨야해,S-LOCATION O O
철원 미세먼지,S-LOCATION O
안산 공기 공기상태,S-LOCATION O O
양양 공기 심하니,S-LOCATION O O
양주 미세먼지 어떨까,S-LOCATION O O
양평 공기 좋니,S-LOCATION O O
완주 미세먼지,S-LOCATION O
음성 공기 미세먼지,S-LOCATION O O
인제 미세먼지,S-LOCATION O
안성 마스크 챙겨야해,S-LOCATION O O
합천 미세먼지,S-LOCATION O
영월 미세먼지,S-LOCATION O
양양 마스크 챙길까,S-LOCATION O O
영양 공기 어떠냐,S-LOCATION O O
부여 미세먼지,S-LOCATION O
안성 공기 미세먼지,S-LOCATION O O
광주 공기 미세먼지,S-LOCATION O O
순창 마스크 챙겨야해,S-LOCATION O O
춘천 마스크 필요하니,S-LOCATION O O
울진 오존 올까,S-LOCATION O O
강릉 심하니,S-LOCATION O
의령 심하니,S-LOCATION O
평창 공기 미세먼지,S-LOCATION O O
완도 마스크 필요해,S-LOCATION O O
단양 미세먼지,S-LOCATION O
진도 마스크 가져갈까,S-LOCATION O O
해남 공기 미세먼지,S-LOCATION O O
여주 마스크 써야하니,S-LOCATION O O
태백 오존 심하냐고,S-LOCATION O O
김제 미세먼지,S-LOCATION O
광명 미세먼지,S-LOCATION O
양평 미세먼지,S-LOCATION O
태안 공기 미세먼지,S-LOCATION O O
남양주 마스크 챙겨야 할까,S-LOCATION O O O
수원 오존 심하냐고,S-LOCATION O O
광주 미세먼지,S-LOCATION O
음성 미세먼지,S-LOCATION O
봉화 마스크 가져가야하니,S-LOCATION O O
서산 마스크 써야하니,S-LOCATION O O
경산 미세먼지,S-LOCATION O
구미 오존 올까,S-LOCATION O O
이천 심하니,S-LOCATION O
구례 미세먼지,S-LOCATION O
칠곡 마스크 필요하냐,S-LOCATION O O
태안 공기 미세먼지,S-LOCATION O O
장성 공기 미세먼지,S-LOCATION O O
단양 마스크 가져가야하니,S-LOCATION O O
가평 미세먼지,S-LOCATION O
신안 공기 미세먼지,S-LOCATION O O
거창 공기 미세먼지,S-LOCATION O O
군산 오존 미세먼지,S-LOCATION O O
구리 공기상태,S-LOCATION O
부천 공기 미세먼지,S-LOCATION O O
합천 마스크 필요할까,S-LOCATION O O
김포 마스크 써야하니,S-LOCATION O O
남원 오존 미세먼지,S-LOCATION O O
포천 미세먼지,S-LOCATION O
수원 오존 올까,S-LOCATION O O
용인 공기,S-LOCATION O
곡성 미세먼지,S-LOCATION O
김포 공기 미세먼지,S-LOCATION O O
곡성 미세먼지,S-LOCATION O
논산 오존 미세먼지,S-LOCATION O O
영광 오존 올까,S-LOCATION O O
시흥 공기 공기상태,S-LOCATION O O
미추홀 마스크 써야 할까,S-LOCATION O O O
정읍 마스크 가져가야하니,S-LOCATION O O
옥천 마스크 챙길까,S-LOCATION O O
구리 공기 공기상태,S-LOCATION O O
괴산 미세먼지,S-LOCATION O
담양 마스크 필요하냐,S-LOCATION O O
횡성 마스크 필요하니,S-LOCATION O O
정읍 마스크 필요하냐,S-LOCATION O O
금산 오존 미세먼지,S-LOCATION O O
해운대 미세먼지,S-LOCATION O
칠곡 미세먼지,S-LOCATION O
해남 공기 미세먼지,S-LOCATION O O
파주 마스크 써야 할까,S-LOCATION O O O
보은 공기 미세먼지,S-LOCATION O O
동두천 공기 미세먼지,S-LOCATION O O
홍천 미세먼지,S-LOCATION O
신안 미세먼지,S-LOCATION O
함안 공기 심하니,S-LOCATION O O
부여 공기상태,S-LOCATION O
김천 공기상태,S-LOCATION O
경주 마스크 챙겨야 할까,S-LOCATION O O O
창원 마스크 필요하니,S-LOCATION O O
서산 미세먼지,S-LOCATION O
속초 미세먼지,S-LOCATION O
강릉 마스크 써야 할까,S-LOCATION O O O
하남 마스크 가져갈까,S-LOCATION O O
구리 공기 미세먼지,S-LOCATION O O
경산 공기 좋니,S-LOCATION O O
제천 공기 미세먼지,S-LOCATION O O
공주 마스크 챙겨야 할까,S-LOCATION O O O
함평 공기상태,S-LOCATION O
화성 미세먼지 알아봐줘,S-LOCATION O O
창녕 미세먼지 어떤지 말해 줘,S-LOCATION O O O O
양산 미세먼지 어떤지 말해 줘,S-LOCATION O O O O
강릉 미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O
하남 미세먼지 어떤지 말해 주라,S-LOCATION O O O O
평창 오존 어떤지 알고싶어,S-LOCATION O O O
양구 미세먼지 심할지 말해 주세요,S-LOCATION O O O O
이천 오존 어떤지 말해 줘봐,S-LOCATION O O O O
청양 미세먼지 심할지 알아봐줘,S-LOCATION O O O
순창 미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O
서천 미세먼지 심할지 말해 줘봐,S-LOCATION O O O O
부안 미세먼지 어떤지 알려줄래,S-LOCATION O O O
진안 미세먼지 알 수 있을까,S-LOCATION O O O O
익산 오존 어떤지 알 수 있을까,S-LOCATION O O O O O
안성 오존 어떤지 말해 줘봐,S-LOCATION O O O O
장흥 미세먼지 알 수 있을까,S-LOCATION O O O O
보성 미세먼지 알아봐줘,S-LOCATION O O
시흥 미세먼지 어떤지 알려줄래,S-LOCATION O O O
청주 미세먼지 어떤지 알려주라,S-LOCATION O O O
인제 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
목포 미세먼지 심할지 말해 줄 수 있니,S-LOCATION O O O O O O
영양 미세먼지 어떤지 부탁 합니다,S-LOCATION O O O O
영광 오존 어떤지 알려줄래,S-LOCATION O O O
사천 미세먼지 어떤지 말해 줘봐,S-LOCATION O O O O
일산 오존 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O
정선 오존 어떤지 알려주세요,S-LOCATION O O O
영주 미세먼지 심할지 알 수 있을까,S-LOCATION O O O O O
청주 미세먼지 심할지 말해 줘봐,S-LOCATION O O O O
아산 미세먼지 심할지 알려주라,S-LOCATION O O O
고성 미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O
광양 미세먼지 심할지 알 수 있을까,S-LOCATION O O O O O
논산 공기 말해 줘봐,S-LOCATION O O O
용인 미세먼지 심할지 말해 주세요,S-LOCATION O O O O
광주 미세먼지 알고싶어,S-LOCATION O O
신안 공기 말해 주세요,S-LOCATION O O O
안산 미세먼지 어떤지 부탁 합니다,S-LOCATION O O O O
안양 공기 말해 줘,S-LOCATION O O O
당진 미세먼지 심할지 부탁 해,S-LOCATION O O O O
평창 미세먼지 심할지 알려주세요,S-LOCATION O O O
창녕 미세먼지 알고싶어,S-LOCATION O O
용산 미세먼지 심할지 말해 주세요,S-LOCATION O O O O
양양 미세먼지 알려줄래,S-LOCATION O O
옥천 미세먼지 심할지 알려줄래,S-LOCATION O O O
구미 오존 심할지 부탁 해,S-LOCATION O O O O
안산 미세먼지 심할지 말해 줄 수 있니,S-LOCATION O O O O O O
예천 오존 심할지 알려줄래,S-LOCATION O O O
사천 공기 부탁 합니다,S-LOCATION O O O
구례 미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O
화성 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
양평 미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O
함평 오존 심할지 알 수 있을까,S-LOCATION O O O O O
춘천 공기 말해 주세요,S-LOCATION O O O
천안 미세먼지 어떤지 알려줄래,S-LOCATION O O O
고창 미세먼지 어떤지 알려줘,S-LOCATION O O O
장수 공기 부탁 해,S-LOCATION O O O
수원 오존 어떤지 말해 줘,S-LOCATION O O O O
무주 먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O
충주 먼지 심할지 알 수 있을까,S-LOCATION O O O O O
김천 미세먼지 심할지 알려줄래,S-LOCATION O O O
무안 미세먼지 심할지 말해 주세요,S-LOCATION O O O O
수원 먼지 심할지 알려줄래,S-LOCATION O O O
증평 공기 말해 줄 수 있니,S-LOCATION O O O O O
청송 미세먼지 어떤지 알려줄 수 있니,S-LOCATION O O O O O
서천 미세먼지 심할지 알려줄래,S-LOCATION O O O
화순 미세먼지 심할지 말해 줄 수 있니,S-LOCATION O O O O O O
속초 먼지 어떤지 알려줘,S-LOCATION O O O
칠곡 미세먼지 어떤지 알려줄 수 있니,S-LOCATION O O O O O
경산 먼지 심할지 알려주라,S-LOCATION O O O
청송 먼지 어떤지 말해 주세요,S-LOCATION O O O O
이천 미세먼지 심할지 말해 줘봐,S-LOCATION O O O O
함평 먼지 어떤지 알려주라,S-LOCATION O O O
성남 먼지 심할지 알려주라,S-LOCATION O O O
상주 공기 말해 줘봐,S-LOCATION O O O
속초 미세먼지 알 수 있을까,S-LOCATION O O O O
진안 미세먼지 어떤지 말해 주라,S-LOCATION O O O O
삼척 미세먼지 어떤지 알려주라,S-LOCATION O O O
곡성 미세먼지 알려줄 수 있니,S-LOCATION O O O O
영암 먼지 어떤지 말해 주세요,S-LOCATION O O O O
서천 미세먼지 알려줄 수 있니,S-LOCATION O O O O
의정부 공기 말해 줘봐,S-LOCATION O O O
거제 미세먼지 심할지 부탁 합니다,S-LOCATION O O O O
당진 미세먼지 어떤지 부탁 해,S-LOCATION O O O O
부천 공기 말해 주세요,S-LOCATION O O O
논산 미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O
의령 미세먼지 심할지 말해 주세요,S-LOCATION O O O O
강진 먼지 어떤지 알려주세요,S-LOCATION O O O
군산 미세먼지 심할지 부탁 해,S-LOCATION O O O O
제주 먼지 어떤지 알려줄 수 있니,S-LOCATION O O O O O
증평 미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O
서천 미세먼지 알려줘,S-LOCATION O O
일산 공기 말해 주라,S-LOCATION O O O
양주 미세먼지 심할지 부탁 해,S-LOCATION O O O O
통영 먼지 어떤지 부탁 합니다,S-LOCATION O O O O
군산 먼지 어떤지 알아봐줘,S-LOCATION O O O
창원 미세먼지 심할지 말해 주라,S-LOCATION O O O O
이천 미세먼지 어떤지 알 수 있을까,S-LOCATION O O O O O
일산 먼지 심할지 알려주세요,S-LOCATION O O O
김포 공기 말해 주세요,S-LOCATION O O O
태안 공기 말해 주라,S-LOCATION O O O
홍성 미세먼지 알려주세요,S-LOCATION O O
논산 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
성남 먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O
거제 미세먼지 어떤지 알려줄래,S-LOCATION O O O
광주 미세먼지 알려줄 수 있니,S-LOCATION O O O O
군포 미세먼지 심할지 알려주세요,S-LOCATION O O O
경산 미세먼지 심할지 부탁 해,S-LOCATION O O O O
당진 미세먼지 심할지 말해 줘,S-LOCATION O O O O
울릉 먼지 어떤지 알려줘,S-LOCATION O O O
여주 미세먼지 어떤지 알려줄래,S-LOCATION O O O
증평 먼지 심할지 말해 줘,S-LOCATION O O O O
화성 먼지 심할지 알려주라,S-LOCATION O O O
가평 미세먼지 심할지 알려줄래,S-LOCATION O O O
함양 먼지 어떤지 알아봐줘,S-LOCATION O O O
군포 먼지 심할지 알려줄래,S-LOCATION O O O
경산 먼지 어떤지 알려주세요,S-LOCATION O O O
사천 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
보은 먼지 심할지 알려줘,S-LOCATION O O O
양주 먼지 심할지 알려줄래,S-LOCATION O O O
영동 미세먼지 알 수 있을까,S-LOCATION O O O O
당진 먼지 어떤지 말해 줘봐,S-LOCATION O O O O
홍천 먼지 심할지 알 수 있을까,S-LOCATION O O O O O
상주 미세먼지 심할지 말해 주세요,S-LOCATION O O O O
금산 미세먼지 어떤지 부탁 합니다,S-LOCATION O O O O
창원 미세먼지 어떤지 알려주세요,S-LOCATION O O O
밀양 먼지 심할지 부탁 해,S-LOCATION O O O O
정읍 미세먼지 어떤지 부탁 해,S-LOCATION O O O O
경산 공기 부탁 합니다,S-LOCATION O O O
시흥 미세먼지 심할지 알아봐줘,S-LOCATION O O O
포천 미세먼지 어떤지 부탁 합니다,S-LOCATION O O O O
양평 미세먼지 심할지 알려줘,S-LOCATION O O O
금산 먼지 어떤지 말해 줘봐,S-LOCATION O O O O
하동 공기 말해 줘,S-LOCATION O O O
수원 미세먼지 어떤지 알려주세요,S-LOCATION O O O
